ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
1645,48,Low,86,Medium,35426.22,High,2187,0
1646,97,Medium,49,Low,5813.16,Medium,2083,0
1647,54,Medium,47,Low,18897.51,High,2307,0
1648,71,Medium,42,Low,14984.46,High,2219,0
1649,37,Low,25,Low,1558.26,Medium,778,0
1650,222,High,17,Low,657.54,Low,125,1
1651,96,Medium,35,Low,7802.35,Medium,2056,0
1652,235,High,26,Low,3010.51,Medium,813,1
1653,37,Low,37,Low,3173.98,Medium,2092,0
1654,56,Medium,41,Low,11542.64,High,2278,0
1655,34,Low,46,Low,6540.71,Medium,1626,0
1656,297,High,37,Low,1837.84,Medium,1092,1
1657,34,Low,82,Medium,64565.15,High,2368,0
1658,246,High,24,Low,1247.96,Medium,1245,0
1659,58,Medium,25,Low,2104.73,Medium,2168,0
1660,209,High,28,Low,4114.54,Medium,1407,1
1661,298,High,40,Low,19212.94,High,1105,1
1662,35,Low,33,Low,7295.02,Medium,2252,0
1663,367,High,14,Low,331.93,Low,645,1
1664,54,Medium,16,Low,1306.78,Medium,1390,0
1665,42,Low,31,Low,4515.35,Medium,2333,0
1666,152,High,39,Low,12912.03,High,1808,0
1667,33,Low,53,Medium,15999.03,High,2416,0
1668,120,High,36,Low,7065.7,Medium,1986,1
1669,41,Low,26,Low,2215.02,Medium,2287,1
1670,52,Medium,29,Low,3230.11,Medium,2171,0
1671,33,Low,57,Medium,42200.86,High,2402,0
1672,151,High,33,Low,3417.5,Medium,1825,1
1673,35,Low,45,Low,5023.56,Medium,2407,0
1674,55,Medium,13,Low,167,Low,1,1
1675,33,Low,27,Low,1959.21,Medium,732,0
1676,396,High,16,Low,392.4,Low,1,1
1677,38,Low,38,Low,5001.56,Medium,2372,0
1678,48,Low,36,Low,2725.27,Medium,2322,0
1679,57,Medium,20,Low,2052.08,Medium,783,0
1680,33,Low,50,Low,25790.7,High,1768,0
1681,262,High,21,Low,1039.72,Medium,548,1
1682,36,Low,33,Low,8406.16,Medium,2339,0
1683,35,Low,63,Medium,21869.18,High,2118,0
1684,107,High,38,Low,6121.79,Medium,1744,0
1685,200,High,13,Low,1525.88,Medium,10,1
1686,364,High,22,Low,2663.37,Medium,701,1
1687,156,High,18,Low,875.16,Low,493,1
1688,222,High,31,Low,3375.44,Medium,1454,1
1689,56,Medium,16,Low,483.69,Low,769,0
1690,32,Low,18,Low,1368.15,Medium,1,0
1691,44,Low,35,Low,6257.84,Medium,1111,0
1692,39,Low,36,Low,6749.72,Medium,1941,0
1693,146,High,30,Low,2726.37,Medium,1360,0
1694,35,Low,103,High,63143.41,High,2411,0
1695,65,Medium,22,Low,694.91,Low,165,0
1696,147,High,31,Low,12160.78,High,1755,0
1697,38,Low,48,Low,9707.06,Medium,2030,0
1698,61,Medium,47,Low,6772.01,Medium,2123,0
1699,32,Low,84,Medium,32220.11,High,2435,0
1700,139,High,22,Low,590.58,Low,887,0
1701,34,Low,35,Low,5774.63,Medium,666,0
1702,36,Low,57,Medium,16558.31,High,2310,0
1703,99,Medium,44,Low,21719.44,High,2021,0
1704,459,High,14,Low,275,Low,1,1
1705,35,Low,58,Medium,58813.19,High,2291,0
1706,31,Low,34,Low,2763.96,Medium,1497,0
1707,143,High,18,Low,317.1,Low,1,0
1708,66,Medium,18,Low,1291.75,Medium,6,0
1709,70,Medium,38,Low,3963.79,Medium,2203,0
1710,67,Medium,66,Medium,42099.65,High,2240,0
1711,98,Medium,26,Low,2015.4,Medium,1928,0
1712,33,Low,14,Low,1500.11,Medium,117,0
1713,118,High,37,Low,5905.02,Medium,1915,1
1714,35,Low,34,Low,15853.24,High,992,0
1715,65,Medium,47,Low,9580.15,Medium,2229,0
1716,72,Medium,36,Low,7701.15,Medium,2102,0
1717,78,Medium,19,Low,610.42,Low,246,0
1718,33,Low,40,Low,11443.73,High,2379,0
1719,58,Medium,36,Low,4595.95,Medium,2177,0
1720,35,Low,61,Medium,18985.17,High,2334,0
1721,32,Low,40,Low,16099.83,High,1117,0
1722,466,High,20,Low,271,Low,1,1
1723,48,Low,50,Low,7742.69,Medium,2321,0
1724,38,Low,48,Low,8085.29,Medium,2378,0
1725,49,Low,14,Low,464.23,Low,1,0
1726,37,Low,52,Medium,11079.31,High,2127,0
1727,150,High,23,Low,3116.31,Medium,1353,0
1728,253,High,32,Low,5483.97,Medium,1311,1
1729,230,High,19,Low,518.8,Low,1,1
1730,36,Low,38,Low,5525.98,Medium,2397,0
1731,45,Low,22,Low,1681.66,Medium,257,0
1732,79,Medium,39,Low,6026.02,Medium,2139,0
1733,317,High,16,Low,878.28,Low,847,1
1734,57,Medium,51,Medium,5812.26,Medium,2297,0
1735,38,Low,64,Medium,17915.63,High,2344,0
1736,37,Low,77,Medium,30148.92,High,2384,0
1737,49,Low,33,Low,10516.98,High,2308,0
1738,32,Low,40,Low,3494.96,Medium,2321,0
1739,399,High,22,Low,1056,Medium,473,1
1740,43,Low,64,Medium,21096.16,High,2375,0
1741,39,Low,28,Low,45574.26,High,795,0
1742,451,High,21,Low,982.79,Low,78,1
1743,132,High,39,Low,5137.26,Medium,1910,1
1744,37,Low,30,Low,9010.26,Medium,1303,0
1745,35,Low,36,Low,3101.1,Medium,1987,0
1746,45,Low,50,Low,5285.76,Medium,2082,0
1747,443,High,22,Low,337.57,Low,294,1
1748,77,Medium,20,Low,433.22,Low,1,0
1749,144,High,22,Low,666.55,Low,77,0
1750,190,High,19,Low,840.17,Low,1633,0
1751,62,Medium,24,Low,2922.5,Medium,1922,0
1752,50,Low,39,Low,3103.66,Medium,1508,0
1753,140,High,55,Medium,7458.82,Medium,1878,1
1754,67,Medium,19,Low,7384.38,Medium,513,0
1755,250,High,17,Low,282.92,Low,1,1
1756,322,High,17,Low,1673.07,Medium,804,0
1757,158,High,21,Low,1617.35,Medium,1469,0
1758,219,High,20,Low,1992.66,Medium,933,1
1759,32,Low,467,High,77605.7855,High,2430,0
1760,57,Medium,42,Low,5101.22,Medium,2271,0
1761,185,High,22,Low,660.75,Low,297,0
1762,41,Low,39,Low,3275.98,Medium,1559,0
1763,167,High,22,Low,4770.87,Medium,1072,1
1764,65,Medium,32,Low,11763.34,High,2243,0
1765,66,Medium,31,Low,8150.53,Medium,2225,0
1766,34,Low,88,Medium,61149.19,High,2413,0
1767,35,Low,51,Medium,17059.84,High,2372,0
1768,243,High,24,Low,2760.39,Medium,905,1
1769,40,Low,38,Low,3601.64,Medium,1542,0
1770,48,Low,31,Low,6023.44,Medium,2202,0
1771,37,Low,31,Low,9875.42,Medium,2378,0
1772,34,Low,45,Low,80612.19,High,551,0
1773,63,Medium,47,Low,17511.79,High,2217,0
1774,50,Low,45,Low,10276.29,High,2321,0
1775,70,Medium,48,Low,5967.87,Medium,1560,0
1776,31,Low,40,Low,10568.16,High,2364,0
1777,234,High,26,Low,2390.25,Medium,1322,1
1778,44,Low,19,Low,563.06,Low,151,0
1779,50,Low,26,Low,3369.54,Medium,2247,1
1780,42,Low,50,Low,9283.2,Medium,1484,0
1781,35,Low,54,Medium,18911.14,High,2244,0
1782,34,Low,27,Low,4450.27,Medium,1680,0
1783,306,High,19,Low,1984.28,Medium,609,1
1784,32,Low,59,Medium,19986.91,High,1910,0
1785,74,Medium,22,Low,3363.19,Medium,2088,0
1786,33,Low,24,Low,2631.45,Medium,660,0
1787,74,Medium,46,Low,32777.56,High,2201,0
1788,33,Low,53,Medium,15538.53,High,2399,0
1789,38,Low,37,Low,11203.67,High,2056,0
1790,38,Low,80,Medium,18978.85,High,2391,0
1791,157,High,46,Low,7150.44,Medium,1764,1
1792,287,High,15,Low,340.81,Low,1,0
1793,39,Low,73,Medium,19486.68,High,1479,0
1794,32,Low,101,High,44649.95,High,2412,0
1795,36,Low,23,Low,1525.43,Medium,362,0
1796,61,Medium,42,Low,10382.07,High,2152,0
1797,35,Low,84,Medium,19728.12,High,2169,0
1798,379,High,15,Low,292.7,Low,471,1
1799,93,Medium,38,Low,6821.8,Medium,2109,0
1800,37,Low,123,High,44889.31,High,1757,0
1801,33,Low,62,Medium,12980.06,High,2411,0
1802,33,Low,62,Medium,29642.21,High,2411,0
1803,33,Low,36,Low,16620.97,High,1257,0
1804,98,Medium,22,Low,370.48,Low,2039,1
1805,206,High,23,Low,1809.36,Medium,1539,1
1806,354,High,35,Low,2698.57,Medium,821,1
1807,64,Medium,25,Low,5646.3,Medium,2243,0
1808,51,Medium,50,Low,9159.79,Medium,2320,0
1809,37,Low,49,Low,8334,Medium,2364,0
1810,54,Medium,35,Low,11027.31,High,2299,0
1811,121,High,21,Low,541.1,Low,1,1
1812,36,Low,18,Low,1306.01,Medium,80,0
1813,143,High,15,Low,1068.67,Medium,1333,1
1814,51,Medium,57,Medium,22035.04,High,2307,0
1815,58,Medium,26,Low,2775,Medium,2272,1
1816,88,Medium,40,Low,1816.13,Medium,2047,1
1817,43,Low,17,Low,1670.6,Medium,1115,0
1818,37,Low,21,Low,1833.13,Medium,191,0
1819,174,High,30,Low,2269.04,Medium,1683,0
1820,41,Low,43,Low,4546.48,Medium,2371,0
1821,56,Medium,36,Low,7123.88,Medium,2180,0
1822,263,High,35,Low,16293.51,High,1246,1
1823,74,Medium,50,Low,8446.99,Medium,2189,0
1824,332,High,17,Low,2352.88,Medium,887,1
1825,262,High,21,Low,1227.13,Medium,1205,0
1826,389,High,21,Low,641.98,Low,553,1
1827,53,Medium,17,Low,282.01,Low,1,1
1828,37,Low,38,Low,3303.94,Medium,2383,0
1829,89,Medium,18,Low,1836.14,Medium,666,0
1830,159,High,16,Low,459.25,Low,1,1
1831,32,Low,38,Low,4888.08,Medium,2415,0
1832,42,Low,38,Low,6908.82,Medium,1101,1
1833,34,Low,43,Low,34720.14,High,2357,0
1834,32,Low,26,Low,4392.23,Medium,2244,0
1835,47,Low,44,Low,12373.83,High,2260,0
1836,96,Medium,20,Low,1753.04,Medium,1019,0
1837,190,High,27,Low,3248.43,Medium,1601,1
1838,142,High,18,Low,906.03,Low,1,1
1839,54,Medium,49,Low,31338.12,High,2308,0
1840,38,Low,62,Medium,12266,High,2391,0
1841,167,High,18,Low,1023.32,Medium,739,0
1842,52,Medium,26,Low,7398.67,Medium,2257,0
1843,32,Low,33,Low,2463.72,Medium,2383,0
1844,42,Low,41,Low,24762.99,High,1696,0
1845,31,Low,174,High,5883.4805,Medium,2422,0
1846,37,Low,27,Low,3866.25,Medium,654,0
1847,31,Low,353,High,13909.18945,High,2422,0
1848,68,Medium,41,Low,9208.99,Medium,1778,0
1849,486,High,15,Low,602.35,Low,87,1
1850,66,Medium,19,Low,1423.77,Medium,865,1
1851,37,Low,28,Low,4961.98,Medium,2253,0
1852,481,High,23,Low,1401.12,Medium,117,1
1853,78,Medium,19,Low,1570.17,Medium,783,0
1854,129,High,38,Low,6092.56,Medium,1908,0
1855,194,High,16,Low,1822.74,Medium,827,1
1856,56,Medium,23,Low,1863.48,Medium,1312,0
1857,40,Low,50,Low,7398.58,Medium,1473,0
1858,320,High,20,Low,257.5,Low,55,1
1859,43,Low,59,Medium,8272.73,Medium,2366,0
1860,34,Low,25,Low,7439.68,Medium,1244,0
1861,32,Low,105,High,49357.81,High,2424,0
1862,37,Low,27,Low,5676.64,Medium,293,0
1863,60,Medium,19,Low,1092.56,Medium,452,0
1864,36,Low,32,Low,4365.06,Medium,1757,0
1865,184,High,17,Low,954.71,Low,491,1
1866,123,High,23,Low,2143.97,Medium,1927,0
1867,198,High,58,Medium,10287.59,High,1491,0
1868,212,High,48,Low,13742.79,High,1524,1
1869,208,High,16,Low,2160.46,Medium,358,1
1870,34,Low,50,Low,15901.87,High,2327,0
1871,36,Low,95,Medium,15483.116,High,2399,0
1872,389,High,20,Low,3498.74,Medium,628,1
1873,57,Medium,48,Low,14520.55,High,2271,0
1874,421,High,30,Low,2416.85,Medium,297,1
1875,53,Medium,26,Low,5435.74,Medium,727,0
1876,77,Medium,19,Low,1246.42,Medium,97,0
1877,367,High,22,Low,276.23,Low,721,1
1878,36,Low,50,Low,9825.1,Medium,2032,0
1879,96,Medium,60,Medium,14347.09,High,2104,0
1880,61,Medium,28,Low,1538.59,Medium,2267,0
1881,33,Low,21,Low,2769.21,Medium,1131,0
1882,70,Medium,48,Low,5441.73,Medium,2237,0
1883,289,High,19,Low,391,Low,1,1
1884,30,Low,28,Low,4848.68,Medium,2425,0
1885,73,Medium,27,Low,2400.45,Medium,2162,0
1886,33,Low,75,Medium,31495.22,High,2396,0
1887,42,Low,77,Medium,56361.44,High,1530,0
1888,43,Low,61,Medium,20386.99,High,2308,0
1889,141,High,25,Low,2287.29,Medium,1235,0
1890,54,Medium,55,Medium,7686.81,Medium,2270,0
1891,48,Low,43,Low,7332.12,Medium,2341,0
1892,41,Low,31,Low,2214.68,Medium,2124,0
1893,39,Low,60,Medium,37539.72,High,2373,0
1894,33,Low,65,Medium,39885.7,High,2337,0
1895,54,Medium,33,Low,3609.26,Medium,2166,0
1896,168,High,19,Low,1189.07,Medium,1,0
1897,293,High,28,Low,6487.09,Medium,1071,1
1898,151,High,38,Low,7945.23,Medium,1838,1
1899,41,Low,53,Medium,5267.52,Medium,2338,0
1900,412,High,20,Low,511.76,Low,1,1
1901,47,Low,17,Low,891.26,Low,219,0
1902,176,High,25,Low,3442.72,Medium,1646,1
1903,158,High,23,Low,1949.76,Medium,1775,0
1904,158,High,19,Low,802.05,Low,262,0
1905,180,High,19,Low,1934.39,Medium,217,0
1906,131,High,23,Low,170.11,Low,1689,1
1907,41,Low,36,Low,6025.81,Medium,1311,0
1908,44,Low,55,Medium,11181.44,High,1717,0
1909,101,High,21,Low,1730.04,Medium,940,0
1910,31,Low,30,Low,3017.99,Medium,2387,0
1911,129,High,31,Low,2008.14,Medium,1792,1
1912,122,High,19,Low,551.76,Low,1,0
1913,33,Low,44,Low,7260,Medium,2399,0
1914,217,High,24,Low,1977.15,Medium,548,1
1915,202,High,27,Low,2008.5,Medium,1440,0
1916,39,Low,54,Medium,12569.67,High,2384,0
1917,34,Low,70,Medium,19143.85,High,2390,0
1918,160,High,15,Low,368.18,Low,1,0
1919,94,Medium,45,Low,7342.88,Medium,2007,0
1920,55,Medium,23,Low,5427.98,Medium,710,0
1921,54,Medium,36,Low,13728.97,High,1829,0
1922,39,Low,32,Low,10384.68,High,2342,0
1923,161,High,24,Low,1787.43,Medium,1201,0
1924,318,High,41,Low,11096.47,High,991,1
1925,31,Low,30,Low,2581.92,Medium,1670,0
1926,65,Medium,24,Low,2355.58,Medium,967,0
1927,516,High,14,Low,225.28,Low,1,1
1928,48,Low,36,Low,7982.42,Medium,2320,0
1929,32,Low,70,Medium,21255.9,High,2395,0
1930,52,Medium,42,Low,4363.13,Medium,2241,0
1931,94,Medium,12,Low,426.88,Low,1,1
1932,50,Low,39,Low,4492.22,Medium,2284,0
1933,107,High,28,Low,5207.06,Medium,1766,1
1934,40,Low,91,Medium,90043.74,High,2388,0
1935,48,Low,28,Low,3039.87,Medium,1642,0
1936,248,High,34,Low,3824.15,Medium,1124,1
1937,47,Low,33,Low,4575.8,Medium,2283,0
1938,38,Low,35,Low,2631.33,Medium,866,0
1939,45,Low,27,Low,2048.12,Medium,2026,0
1940,332,High,20,Low,422.48,Low,243,0
1941,98,Medium,23,Low,1850.74,Medium,1324,0
1942,60,Medium,22,Low,2399.82,Medium,213,0
1943,68,Medium,18,Low,1069.26,Medium,422,0
1944,45,Low,46,Low,10380.78,High,2307,0
1945,37,Low,13,Low,301.56,Low,48,0
1946,189,High,32,Low,3626.37,Medium,1523,0
1947,47,Low,26,Low,3192.43,Medium,2238,0
1948,42,Low,33,Low,6065.77,Medium,1986,1
1949,262,High,30,Low,2460.47,Medium,1200,1
1950,61,Medium,81,Medium,12472.24,High,2258,0
1951,335,High,26,Low,566.67,Low,908,1
1952,63,Medium,31,Low,5290.89,Medium,2219,0
1953,45,Low,50,Low,5231.98,Medium,2288,0
1954,66,Medium,25,Low,3060.35,Medium,2064,0
1955,312,High,16,Low,457.64,Low,1,1
1956,114,High,30,Low,6447.88,Medium,1947,0
1957,32,Low,38,Low,6129.97,Medium,2277,0
1958,109,High,22,Low,8090.93,Medium,1808,0
1959,51,Medium,42,Low,22201.13,High,2180,0
1960,213,High,38,Low,6075.83,Medium,1511,1
1961,33,Low,223,High,7206.893,Medium,2428,0
1962,120,High,25,Low,1603.37,Medium,1789,1
1963,207,High,17,Low,668.12,Low,351,1
1964,54,Medium,41,Low,11411.89,High,2300,0
1965,34,Low,75,Medium,60915.82,High,2384,0
1966,46,Low,35,Low,4263.48,Medium,2246,0
1967,36,Low,36,Low,3255.4,Medium,2258,0
1968,123,High,49,Low,9018.25,Medium,1912,0
1969,114,High,38,Low,9987,Medium,1962,0
1970,34,Low,32,Low,16951.7,High,2328,0
1971,32,Low,71,Medium,21664.34,High,1938,0
1972,54,Medium,42,Low,5095.99,Medium,2253,0
1973,32,Low,21,Low,783.41,Low,631,0
1974,39,Low,29,Low,5766.76,Medium,924,0
1975,86,Medium,23,Low,2940.66,Medium,2059,1
1976,86,Medium,23,Low,3281.17,Medium,2116,0
1977,277,High,19,Low,466.36,Low,1,1
1978,59,Medium,26,Low,4316.02,Medium,2182,0
1979,130,High,29,Low,7843.52,Medium,1874,0
1980,48,Low,44,Low,8563.04,Medium,1535,0
1981,65,Medium,39,Low,3501.9,Medium,1265,0
1982,68,Medium,35,Low,5974.73,Medium,2235,0
1983,55,Medium,87,Medium,61144.78,High,2254,0
1984,36,Low,21,Low,3029.03,Medium,2266,0
1985,142,High,36,Low,3229.19,Medium,1872,0
1986,31,Low,36,Low,8925.01,Medium,2323,0
1987,36,Low,36,Low,8596.17,Medium,1485,0
1988,35,Low,68,Medium,21569.56,High,2402,0
1989,100,Medium,36,Low,2861.07,Medium,2076,1
1990,35,Low,63,Medium,12507.86,High,2412,0
1991,40,Low,119,High,5099.3685,Medium,2375,0
1992,45,Low,59,Medium,37619.97,High,2356,0
1993,32,Low,154,High,63565.45,High,2417,0
1994,294,High,22,Low,379.62,Low,586,1
1995,37,Low,74,Medium,15843.67,High,2394,0
1996,292,High,15,Low,211.81,Low,138,1
1997,172,High,23,Low,1594.56,Medium,1495,0
1998,34,Low,43,Low,4732.01,Medium,2369,0
1999,37,Low,59,Medium,4987.81,Medium,2403,0
2000,34,Low,29,Low,5141.26,Medium,411,0
2001,66,Medium,24,Low,2052.7,Medium,2252,0
2002,146,High,17,Low,539.99,Low,1736,1
2003,42,Low,51,Medium,5037.98,Medium,2313,0
2004,426,High,23,Low,1366.42,Medium,396,0
2005,35,Low,19,Low,570.66,Low,1,0
2006,205,High,197,High,38336.249,High,1544,1
2007,519,High,21,Low,392.06,Low,1,1
2008,516,High,14,Low,316.1,Low,1,1
2009,45,Low,14,Low,439.12,Low,1,0
2010,223,High,45,Low,6223.8,Medium,1168,1
2011,363,High,24,Low,1697.27,Medium,658,1
2012,36,Low,26,Low,2838.43,Medium,2259,0
2013,42,Low,32,Low,5094.67,Medium,2309,0
2014,57,Medium,53,Medium,12108.31,High,2262,0
2015,96,Medium,25,Low,1805.27,Medium,984,0
2016,35,Low,30,Low,2146.74,Medium,1046,0
2017,32,Low,45,Low,23540.29,High,2398,0
2018,66,Medium,24,Low,1762.58,Medium,2066,0
2019,460,High,22,Low,3326.09,Medium,274,1
2020,38,Low,55,Medium,4369.23,Medium,2263,0
2021,446,High,15,Low,424.76,Low,4,1
2022,188,High,16,Low,1966.23,Medium,147,0
2023,192,High,20,Low,1982.65,Medium,1546,1
2024,370,High,19,Low,2167.45,Medium,675,0
2025,72,Medium,55,Medium,17028.88,High,2179,0
2026,63,Medium,16,Low,344.53,Low,1,0
2027,56,Medium,25,Low,1616.82,Medium,776,0
2028,37,Low,25,Low,1826.14,Medium,2140,0
2029,48,Low,31,Low,3784.14,Medium,2320,0
2030,74,Medium,31,Low,3916.77,Medium,1971,0
2031,36,Low,102,High,26616.58,High,1858,0
2032,33,Low,100,Medium,64311.4,High,2417,0
2033,140,High,25,Low,1217.18,Medium,859,0
2034,146,High,61,Medium,13970.89,High,1793,0
2035,33,Low,20,Low,1808.09,Medium,647,0
2036,55,Medium,28,Low,2280.13,Medium,2172,0
2037,48,Low,38,Low,11689.28,High,2291,0
2038,38,Low,25,Low,4114.52,Medium,2265,0
2039,36,Low,96,Medium,52089.14,High,2403,0
2040,34,Low,94,Medium,53495.84,High,2408,0
2041,211,High,25,Low,1971.04,Medium,1406,1
2042,38,Low,56,Medium,17321.97,High,2240,0
2043,263,High,66,Medium,25499.77,High,1223,1
2044,43,Low,44,Low,7100.2,Medium,2356,0
2045,40,Low,84,Medium,7460.8755,Medium,2186,1
2046,49,Low,22,Low,1375.27,Medium,1487,0
2047,54,Medium,21,Low,1687.28,Medium,2303,0
2048,73,Medium,20,Low,1220.65,Medium,487,0
2049,115,High,15,Low,232.94,Low,1,1
2050,40,Low,17,Low,529.75,Low,674,0
2051,32,Low,43,Low,6836.48,Medium,2406,0
2052,104,High,30,Low,13657.68,High,667,0
2053,37,Low,27,Low,1001.73,Medium,736,0
2054,162,High,45,Low,6897.75,Medium,1759,1
2055,35,Low,18,Low,324.26,Low,50,0
2056,271,High,32,Low,6620.16,Medium,969,1
2057,98,Medium,33,Low,9586.54,Medium,2072,1
2058,75,Medium,42,Low,6670.83,Medium,2004,0
2059,41,Low,45,Low,16966.87,High,1472,0
2060,79,Medium,19,Low,2467.41,Medium,1653,1
2061,32,Low,20,Low,1685.06,Medium,215,0
2062,101,High,33,Low,4790.59,Medium,2081,1
2063,44,Low,63,Medium,24253.25,High,2357,0
2064,359,High,35,Low,5626.8,Medium,778,1
2065,36,Low,17,Low,691.46,Low,1,1
2066,35,Low,25,Low,3990.12,Medium,975,1
2067,51,Medium,39,Low,4719.42,Medium,2313,0
2068,43,Low,29,Low,4776.12,Medium,847,0
2069,94,Medium,28,Low,3839.67,Medium,2104,0
2070,41,Low,114,High,37056.39,High,2381,0
2071,127,High,25,Low,3521.79,Medium,1914,1
2072,208,High,21,Low,2461.35,Medium,449,0
2073,46,Low,170,High,48040.36,High,2351,0
2074,43,Low,52,Medium,7785.43,Medium,2356,0
2075,147,High,28,Low,2837.17,Medium,1199,1
2076,36,Low,55,Medium,14008.64,High,2403,0
2077,68,Medium,22,Low,2524.63,Medium,518,0
2078,39,Low,18,Low,776.71,Low,200,0
2079,306,High,16,Low,233,Low,7,1
2080,57,Medium,26,Low,1768.85,Medium,2240,0
2081,49,Low,23,Low,1248.15,Medium,246,0
2082,47,Low,43,Low,5407.48,Medium,2320,0
2083,55,Medium,31,Low,4730.81,Medium,1162,0
2084,36,Low,52,Medium,9475.78,Medium,2334,0
2085,32,Low,57,Medium,9296.45,Medium,2354,0
2086,51,Medium,136,High,56384.23,High,2332,0
2087,75,Medium,29,Low,2505.07,Medium,2191,0
2088,45,Low,52,Medium,9433.73,Medium,2349,0
2089,51,Medium,79,Medium,5001.373,Medium,2337,0
2090,383,High,14,Low,619.84,Low,1,1
2091,160,High,32,Low,4675.84,Medium,1501,1
2092,38,Low,52,Medium,4253.87,Medium,2377,0
2093,39,Low,54,Medium,9294.3,Medium,2042,0
2094,190,High,23,Low,1822.78,Medium,378,1
2095,33,Low,25,Low,4883.39,Medium,709,0
2096,49,Low,23,Low,383.16,Low,186,1
2097,93,Medium,69,Medium,21437.86,High,2071,1
2098,361,High,15,Low,718.01,Low,125,1
2099,147,High,25,Low,1473.33,Medium,1586,1
2100,48,Low,31,Low,2736.7,Medium,1739,0
2101,75,Medium,35,Low,3962.26,Medium,2013,0
2102,206,High,25,Low,1679.77,Medium,1318,1
2103,45,Low,20,Low,1414.24,Medium,315,0
2104,51,Medium,44,Low,4982.36,Medium,1894,0
2105,36,Low,65,Medium,12550.72,High,2372,0
2106,94,Medium,37,Low,4219.59,Medium,2055,0
2107,162,High,26,Low,23817.01,High,1700,1
2108,48,Low,21,Low,717.02,Low,242,0
2109,34,Low,35,Low,4074.2,Medium,1307,0
2110,34,Low,119,High,5382.802,Medium,2330,0
2111,94,Medium,20,Low,620.1,Low,52,1
2112,33,Low,59,Medium,8513.02,Medium,2424,0
2113,73,Medium,20,Low,1024.04,Medium,412,0
2114,37,Low,45,Low,4619.99,Medium,2375,0
2115,47,Low,44,Low,6621.3,Medium,2316,0
2116,42,Low,54,Medium,9798.77,Medium,2368,0
2117,48,Low,42,Low,8541.72,Medium,2277,0
2118,378,High,18,Low,711.53,Low,680,1
2119,32,Low,50,Low,13243.75,High,645,0
2120,73,Medium,30,Low,8362.56,Medium,1835,0
2121,43,Low,63,Medium,35176.03,High,2361,0
2122,48,Low,30,Low,2697.89,Medium,2094,0
2123,53,Medium,40,Low,11019.86,High,2294,0
2124,44,Low,38,Low,8237.66,Medium,2233,0
2125,116,High,14,Low,559.34,Low,294,1
2126,31,Low,18,Low,1855.66,Medium,652,0
2127,31,Low,149,High,12795.2725,High,1724,0
2128,232,High,23,Low,1822.66,Medium,1385,1
2129,42,Low,49,Low,9852.66,Medium,2342,0
2130,61,Medium,27,Low,2452.15,Medium,1608,1
2131,34,Low,50,Low,6760.13,Medium,2416,0
2132,96,Medium,21,Low,3824.34,Medium,474,0
2133,49,Low,15,Low,1095.71,Medium,272,0
2134,43,Low,24,Low,848.73,Low,494,0
2135,42,Low,48,Low,10779.78,High,2285,0
2136,48,Low,22,Low,816.69,Low,493,0
2137,122,High,22,Low,2451.33,Medium,476,1
2138,366,High,26,Low,2100.18,Medium,728,1
2139,66,Medium,42,Low,12871.39,High,1420,0
2140,87,Medium,28,Low,5705.75,Medium,857,0
2141,50,Low,26,Low,2028.4,Medium,1968,0
2142,34,Low,36,Low,8563.13,Medium,1273,0
2143,34,Low,41,Low,12496.8,High,2361,0
2144,33,Low,40,Low,13531.95,High,2372,0
2145,131,High,18,Low,2219.79,Medium,944,0
2146,90,Medium,40,Low,6393.03,Medium,2114,0
2147,55,Medium,37,Low,6031.34,Medium,2293,0
2148,126,High,18,Low,871.96,Low,176,1
2149,42,Low,42,Low,7052.54,Medium,1113,0
2150,42,Low,55,Medium,26333.76,High,2223,0
2151,51,Medium,26,Low,2676.79,Medium,1127,0
2152,45,Low,21,Low,3647.6,Medium,1012,0
2153,78,Medium,18,Low,1715.8,Medium,2084,0
2154,33,Low,46,Low,13395.99,High,911,0
2155,45,Low,19,Low,2545.29,Medium,1048,0
2156,37,Low,45,Low,4873.24,Medium,1642,0
2157,32,Low,18,Low,1085.72,Medium,752,0
2158,46,Low,21,Low,242.36,Low,1,1
2159,83,Medium,29,Low,2314.61,Medium,1939,1
2160,34,Low,60,Medium,16041.86,High,2420,0
2161,172,High,24,Low,3217.35,Medium,1434,0
2162,93,Medium,17,Low,1065.74,Medium,539,0
2163,122,High,20,Low,1826.28,Medium,1632,0
2164,32,Low,108,High,61343.44,High,2411,0
2165,56,Medium,47,Low,16239.19,High,2275,0
2166,48,Low,39,Low,8351.48,Medium,795,0
2167,32,Low,116,High,39477.82,High,2349,0
2168,37,Low,28,Low,1850.49,Medium,1221,0
2169,32,Low,155,High,6014.06,Medium,2406,0
2170,37,Low,25,Low,1388.16,Medium,618,0
2171,150,High,37,Low,13450.13,High,1757,0
2172,54,Medium,27,Low,1571.22,Medium,909,0
2173,60,Medium,42,Low,9184.65,Medium,2206,0
2174,144,High,33,Low,3538.64,Medium,1826,1
2175,46,Low,48,Low,9253.31,Medium,2321,0
2176,157,High,23,Low,1096.79,Medium,541,0
2177,62,Medium,30,Low,3982.62,Medium,1962,0
2178,46,Low,37,Low,8714.09,Medium,2323,0
2179,43,Low,23,Low,1853.07,Medium,885,0
2180,84,Medium,32,Low,2513.93,Medium,2159,0
2181,31,Low,30,Low,3171.84,Medium,2350,0
